doc_id,so_ky_hieu,short_title,topic,article_index,article_no,article_title,chunk_text,char_count,extraction_status,recommended_chunking
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,42,Điều 42,"Nhiệm vụ, quyền hạn và trách nhiệm của Kiểm sát viên","Điều 42. Nhiệm vụ, quyền hạn và trách nhiệm của Kiểm sát viên
1. Kiểm sát viên được phân công thực hành quyền công tố và kiểm sát việc tuân theo pháp luật trong tố tụng hình sự có những nhiệm vụ, quyền hạn:
a) Kiểm sát việc tiếp nhận, giải quyết nguồn tin về tội phạm của cơ quan, người có thẩm quyền;
b) Trực tiếp giải quyết và lập hồ sơ giải quyết nguồn tin về tội phạm;
c) Kiểm sát việc thụ lý, giải quyết nguồn tin về tội phạm, khởi tố, áp dụng biện pháp ngăn chặn, biện pháp cưỡng chế; kiểm sát việc lập hồ sơ giải quyết nguồn tin về tội phạm, việc lập hồ sơ vụ án của cơ quan, người có thẩm quyền điều tra; kiểm sát hoạt động khởi tố, điều tra của Cơ quan điều tra, cơ quan được giao nhiệm vụ tiến hành một số hoạt động điều tra;
d) Trực tiếp kiểm sát việc khám nghiệm hiện trường, khám nghiệm tử thi, đối chất, nhận dạng, nhận biết giọng nói, thực nghiệm điều tra, khám xét;
đ) Kiểm sát việc tạm đình chỉ, phục hồi việc giải quyết nguồn tin về tội phạm; việc tạm đình chỉ điều tra, đình chỉ điều tra, phục hồi điều tra, kết thúc điều tra;
e) Đề ra yêu cầu điều tra; yêu cầu Cơ quan điều tra truy nã, đình nã bị can;
g) Triệu tập và hỏi cung bị can; triệu tập và lấy lời khai người tố giác, báo tin về tội phạm, người bị tố giác, người bị kiến nghị khởi tố, người đại diện theo pháp luật của pháp nhân, người làm chứng, bị hại, đương sự; lấy lời khai người bị giữ trong trường hợp khẩn cấp;
h) Quyết định áp giải người bị bắt, bị can; quyết định dẫn giải người làm chứng, người bị tố giác, người bị kiến nghị khởi tố, bị hại; quyết định giao người dưới 18 tuổi cho cơ quan, tổ chức, cá nhân có trách nhiệm giám sát; quyết định thay đổi người giám sát người dưới 18 tuổi phạm tội;
i) Trực tiếp tiến hành một số hoạt động điều tra theo quy định của Bộ luật này;
k) Yêu cầu thay đổi người có thẩm quyền tiến hành tố tụng; yêu cầu hoặc đề nghị cử, thay đổi người bào chữa; yêu cầu cử, đề nghị thay đổi người phiên dịch, người dịch thuật;
l) Tiến hành tố tụng tại phiên tòa; công bố cáo trạng hoặc quyết định truy tố theo thủ tục rút gọn, các quyết định khác của Viện kiểm sát về việc buộc tội đối với bị cáo; xét hỏi, đưa ra chứng cứ, tài liệu, đồ vật, luận tội, tranh luận, phát biểu quan điểm về việc giải quyết vụ án tại phiên tòa, phiên họp;
m) Kiểm sát việc tuân theo pháp luật trong giai đoạn xét xử của Tòa án và những người tham gia tố tụng; kiểm sát bản án, quyết định và các văn bản tố tụng khác của Tòa án;
n) Kiểm sát việc thi hành bản án, quyết định của Tòa án;
o) Thực hiện quyền yêu cầu, kiến nghị theo quy định của pháp luật;
p) Thực hiện nhiệm vụ, quyền hạn tố tụng khác thuộc thẩm quyền của Viện kiểm sát theo sự phân công của Viện trưởng Viện kiểm sát theo quy định của Bộ luật này.
2. Kiểm sát viên phải chịu trách nhiệm trước pháp luật và trước Viện trưởng Viện kiểm sát, Phó Viện trưởng Viện kiểm sát về hành vi, quyết định của mình.",2911,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,43,Điều 43,"Nhiệm vụ, quyền hạn và trách nhiệm của Kiểm tra viên","Điều 43. Nhiệm vụ, quyền hạn và trách nhiệm của Kiểm tra viên
1. Kiểm tra viên thực hiện những nhiệm vụ, quyền hạn sau đây theo sự phân công của Kiểm sát viên:
a) Ghi biên bản lấy lời khai, ghi biên bản hỏi cung và ghi các biên bản khác trong tố tụng hình sự;
b) Giao, chuyển, gửi các lệnh, quyết định và các văn bản tố tụng khác theo quy định của Bộ luật này;
c) Giúp Kiểm sát viên trong việc lập hồ sơ kiểm sát, hồ sơ giải quyết nguồn tin về tội phạm và tiến hành hoạt động tố tụng khác.
2. Kiểm tra viên phải chịu trách nhiệm trước pháp luật và trước Viện trưởng, Phó Viện trưởng Viện kiểm sát và Kiểm sát viên về hành vi của mình.",642,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,44,Điều 44,"Nhiệm vụ, quyền hạn và trách nhiệm của Chánh án, Phó Chánh án Tòa án","Điều 44. Nhiệm vụ, quyền hạn và trách nhiệm của Chánh án, Phó Chánh án Tòa án
1. Chánh án Tòa án có những nhiệm vụ, quyền hạn:
a) Trực tiếp tổ chức việc xét xử vụ án hình sự; quyết định giải quyết tranh chấp về thẩm quyền xét xử;
b) Quyết định phân công Phó Chánh án Tòa án, Thẩm phán, Hội thẩm giải quyết, xét xử vụ án hình sự; quyết định phân công Thư ký Tòa án tiến hành tố tụng đối với vụ án hình sự; quyết định phân công Thẩm tra viên thẩm tra hồ sơ vụ án hình sự;
c) Quyết định thay đổi Thẩm phán, Hội thẩm, Thư ký Tòa án trước khi mở phiên tòa;
d) Ra quyết định thi hành án hình sự;
đ) Quyết định hoãn chấp hành án phạt tù;
e) Quyết định tạm đình chỉ chấp hành án phạt tù;
g) Quyết định xoá án tích;
h) Giải quyết khiếu nại, tố cáo thuộc thẩm quyền của Tòa án.
Khi vắng mặt, Chánh án Tòa án ủy quyền cho một Phó Chánh án Tòa án thực hiện nhiệm vụ, quyền hạn của Chánh án. Phó Chánh án Tòa án phải chịu trách nhiệm trước Chánh án Tòa án về nhiệm vụ được ủy quyền.
2. Khi tiến hành việc giải quyết vụ án hình sự, Chánh án Tòa án có những nhiệm vụ, quyền hạn:
a) Quyết định áp dụng, thay đổi hoặc hủy bỏ biện pháp tạm giam, xử lý vật chứng;
b) Quyết định áp dụng, đình chỉ biện pháp bắt buộc chữa bệnh;
c) Quyết định áp dụng thủ tục rút gọn hoặc hủy bỏ quyết định áp dụng thủ tục rút gọn;
d) Kiến nghị, kháng nghị theo thủ tục giám đốc thẩm bản án, quyết định đã có hiệu lực pháp luật của Tòa án;
đ) Quyết định và tiến hành hoạt động tố tụng khác thuộc thẩm quyền của Tòa án;
e) Tiến hành hoạt động tố tụng khác theo quy định của Bộ luật này.
3. Khi được phân công giải quyết, xét xử vụ án hình sự, Phó Chánh án Tòa án có những nhiệm vụ, quyền hạn quy định tại khoản 1 và khoản 2 Điều này, trừ quy định tại điểm b khoản 1 Điều này. Phó Chánh án Tòa án không được giải quyết khiếu nại, tố cáo về hành vi, quyết định của mình.
4. Chánh án, Phó Chánh án Tòa án phải chịu trách nhiệm trước pháp luật về hành vi, quyết định của mình. Chánh án, Phó Chánh án Tòa án không được ủy quyền cho Thẩm phán thực hiện nhiệm vụ, quyền hạn của mình.",2065,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,45,Điều 45,"Nhiệm vụ, quyền hạn và trách nhiệm của Thẩm phán","Điều 45. Nhiệm vụ, quyền hạn và trách nhiệm của Thẩm phán
1. Thẩm phán được phân công giải quyết, xét xử vụ án hình sự có những nhiệm vụ, quyền hạn:
a) Nghiên cứu hồ sơ vụ án trước khi mở phiên tòa;
b) Tiến hành xét xử vụ án;
c) Tiến hành hoạt động tố tụng và biểu quyết những vấn đề thuộc thẩm quyền của Hội đồng xét xử;
d) Tiến hành hoạt động tố tụng khác thuộc thẩm quyền của Tòa án theo sự phân công của Chánh án Tòa án.
2. Thẩm phán chủ tọa phiên tòa có những nhiệm vụ, quyền hạn quy định tại khoản 1 Điều này và những nhiệm vụ, quyền hạn:
a) Quyết định áp dụng, thay đổi, hủy bỏ biện pháp ngăn chặn, biện pháp cưỡng chế, trừ biện pháp tạm giam;
b) Quyết định trả hồ sơ để điều tra bổ sung;
c) Quyết định đưa vụ án ra xét xử; quyết định đình chỉ hoặc tạm đình chỉ vụ án;
d) Điều hành việc xét xử vụ án, tranh tụng tại phiên tòa;
đ) Quyết định trưng cầu giám định, giám định bổ sung hoặc giám định lại, thực nghiệm điều tra; thay đổi hoặc yêu cầu thay đổi người giám định; yêu cầu định giá tài sản, yêu cầu thay đổi người định giá tài sản;
e) Yêu cầu hoặc đề nghị cử, thay đổi người bào chữa; thay đổi người giám sát người dưới 18 tuổi phạm tội; yêu cầu cử, thay đổi người phiên dịch, người dịch thuật;
g) Quyết định triệu tập những người cần xét hỏi đến phiên tòa;
h) Thực hiện nhiệm vụ, quyền hạn tố tụng khác thuộc thẩm quyền của Tòa án theo sự phân công của Chánh án Tòa án theo quy định của Bộ luật này.
3. Thẩm phán phải chịu trách nhiệm trước pháp luật về hành vi, quyết định của mình.",1513,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,46,Điều 46,"Nhiệm vụ, quyền hạn và trách nhiệm của Hội thẩm","Điều 46. Nhiệm vụ, quyền hạn và trách nhiệm của Hội thẩm
1. Hội thẩm được phân công xét xử sơ thẩm vụ án hình sự có những nhiệm vụ, quyền hạn:
a) Nghiên cứu hồ sơ vụ án trước khi mở phiên tòa;
b) Tiến hành xét xử vụ án;
c) Tiến hành hoạt động tố tụng và biểu quyết những vấn đề thuộc thẩm quyền của Hội đồng xét xử.
2. Hội thẩm phải chịu trách nhiệm trước pháp luật về hành vi, quyết định của mình.",398,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,47,Điều 47,"Nhiệm vụ, quyền hạn và trách nhiệm của Thư ký Tòa án","Điều 47. Nhiệm vụ, quyền hạn và trách nhiệm của Thư ký Tòa án
1. Thư ký Tòa án được phân công tiến hành tố tụng đối với vụ án hình sự có những nhiệm vụ, quyền hạn:
a) Kiểm tra sự có mặt của những người được Tòa án triệu tập; nếu có người vắng mặt thì phải nêu lý do;
b) Phổ biến nội quy phiên tòa;
c) Báo cáo Hội đồng xét xử danh sách những người được triệu tập đến phiên tòa và những người vắng mặt;
d) Ghi biên bản phiên tòa;
đ) Tiến hành hoạt động tố tụng khác thuộc thẩm quyền của Tòa án theo sự phân công của Chánh án Tòa án.
2. Thư ký Tòa án phải chịu trách nhiệm trước pháp luật và trước Chánh án Tòa án về hành vi của mình.",631,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,48,Điều 48,"Nhiệm vụ, quyền hạn và trách nhiệm của Thẩm tra viên","Điều 48. Nhiệm vụ, quyền hạn và trách nhiệm của Thẩm tra viên
1. Thẩm tra viên được phân công tiến hành tố tụng đối với vụ án hình sự có những nhiệm vụ, quyền hạn:
a) Thẩm tra hồ sơ vụ án mà bản án, quyết định của Tòa án đã có hiệu lực pháp luật theo sự phân công của Chánh án hoặc Phó Chánh án Tòa án;
b) Kết luận việc thẩm tra và báo cáo kết quả thẩm tra với Chánh án Tòa án hoặc Phó Chánh án Tòa án;
c) Thẩm tra viên giúp Chánh án Tòa án thực hiện nhiệm vụ về công tác thi hành án thuộc thẩm quyền của Tòa án và nhiệm vụ khác theo sự phân công của Chánh án Tòa án hoặc Phó Chánh án Tòa án.
2. Thẩm tra viên phải chịu trách nhiệm trước pháp luật và trước Chánh án, Phó Chánh án Tòa án về hành vi của mình.",707,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,49,Điều 49,Các trường hợp phải từ chối hoặc thay đổi người có thẩm quyền tiến hành tố tụng,"Điều 49. Các trường hợp phải từ chối hoặc thay đổi người có thẩm quyền tiến hành tố tụng
Người có thẩm quyền tiến hành tố tụng phải từ chối tiến hành tố tụng hoặc bị thay đổi khi thuộc một trong các trường hợp:
1. Đồng thời là bị hại, đương sự; là người đại diện, người thân thích của bị hại, đương sự hoặc của bị can, bị cáo;
2. Đã tham gia với tư cách là người bào chữa, người làm chứng, người giám định, người định giá tài sản, người phiên dịch, người dịch thuật trong vụ án đó;
3. Có căn cứ rõ ràng khác để cho rằng họ có thể không vô tư trong khi làm nhiệm vụ.",565,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,50,Điều 50,Người có quyền đề nghị thay đổi người có thẩm quyền tiến hành tố tụng,"Điều 50. Người có quyền đề nghị thay đổi người có thẩm quyền tiến hành tố tụng
1. Kiểm sát viên.
2. Người bị tạm giữ, bị can, bị cáo, bị hại, nguyên đơn dân sự, bị đơn dân sự và người đại diện của họ.
3. Người bào chữa, người bảo vệ quyền và lợi ích hợp pháp của bị hại, nguyên đơn dân sự, bị đơn dân sự.",304,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,51,Điều 51,"Thay đổi Điều tra viên, Cán bộ điều tra","Điều 51. Thay đổi Điều tra viên, Cán bộ điều tra
1. Điều tra viên, Cán bộ điều tra phải từ chối tiến hành tố tụng hoặc bị thay đổi khi thuộc một trong các trường hợp:
a) Trường hợp quy định tại Điều 49 của Bộ luật này;
b) Đã tiến hành tố tụng trong vụ án đó với tư cách là Kiểm sát viên, Kiểm tra viên, Thẩm phán, Hội thẩm, Thẩm tra viên hoặc Thư ký Tòa án.
2. Việc thay đổi Điều tra viên, Cán bộ điều tra do Thủ trưởng hoặc Phó Thủ trưởng Cơ quan điều tra quyết định.
Điều tra viên bị thay đổi là Thủ trưởng Cơ quan điều tra thuộc một trong các trường hợp quy định tại khoản 1 Điều này thì việc điều tra vụ án do Cơ quan điều tra cấp trên trực tiếp tiến hành.",662,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,52,Điều 52,"Thay đổi Kiểm sát viên, Kiểm tra viên","Điều 52. Thay đổi Kiểm sát viên, Kiểm tra viên
1. Kiểm sát viên, Kiểm tra viên phải từ chối tiến hành tố tụng hoặc bị thay đổi khi thuộc một trong các trường hợp:
a) Trường hợp quy định tại Điều 49 của Bộ luật này;
b) Đã tiến hành tố tụng trong vụ án đó với tư cách là Điều tra viên, Cán bộ điều tra, Thẩm phán, Hội thẩm, Thẩm tra viên hoặc Thư ký Tòa án.
2. Việc thay đổi Kiểm sát viên trước khi mở phiên tòa do Viện trưởng hoặc Phó Viện trưởng Viện kiểm sát cùng cấp được phân công giải quyết vụ án quyết định.
Kiểm sát viên bị thay đổi là Viện trưởng Viện kiểm sát thì do Viện trưởng Viện kiểm sát cấp trên trực tiếp quyết định.
Trường hợp phải thay đổi Kiểm sát viên tại phiên tòa thì Hội đồng xét xử ra quyết định hoãn phiên tòa.",734,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,53,Điều 53,"Thay đổi Thẩm phán, Hội thẩm","Điều 53. Thay đổi Thẩm phán, Hội thẩm
1. Thẩm phán, Hội thẩm phải từ chối tham gia xét xử hoặc bị thay đổi khi thuộc một trong các trường hợp:
a) Trường hợp quy định tại Điều 49 của Bộ luật này;
b) Họ cùng trong một Hội đồng xét xử và là người thân thích với nhau;
c) Đã tham gia xét xử sơ thẩm hoặc phúc thẩm hoặc tiến hành tố tụng vụ án đó với tư cách là Điều tra viên, Cán bộ điều tra, Kiểm sát viên, Kiểm tra viên, Thẩm tra viên, Thư ký Tòa án.
2. Việc thay đổi Thẩm phán, Hội thẩm trước khi mở phiên tòa do Chánh án hoặc Phó Chánh án Tòa án được phân công giải quyết vụ án quyết định.
Thẩm phán bị thay đổi là Chánh án Tòa án thì do Chánh án Tòa án trên một cấp quyết định.
Việc thay đổi Thẩm phán, Hội thẩm tại phiên tòa do Hội đồng xét xử quyết định trước khi bắt đầu xét hỏi bằng cách biểu quyết tại phòng nghị án. Khi xem xét thay đổi thành viên nào thì thành viên đó được trình bày ý kiến của mình, Hội đồng quyết định theo đa số.
Trường hợp phải thay đổi Thẩm phán, Hội thẩm tại phiên tòa thì Hội đồng xét xử ra quyết định hoãn phiên tòa.",1049,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,54,Điều 54,Thay đổi Thư ký Tòa án,"Điều 54. Thay đổi Thư ký Tòa án
1. Thư ký Tòa án phải từ chối tiến hành tố tụng hoặc bị thay đổi khi thuộc một trong các trường hợp:
a) Trường hợp quy định tại Điều 49 của Bộ luật này;
b) Đã tiến hành tố tụng vụ án đó với tư cách là Kiểm sát viên, Kiểm tra viên, Điều tra viên, Cán bộ điều tra, Thẩm phán, Hội thẩm, Thẩm tra viên, Thư ký Tòa án.
2. Việc thay đổi Thư ký Tòa án trước khi mở phiên tòa do Chánh án hoặc Phó Chánh án Tòa án được phân công giải quyết vụ án quyết định.
Việc thay đổi Thư ký Tòa án tại phiên tòa do Hội đồng xét xử quyết định.
Trường hợp phải thay đổi Thư ký Tòa án tại phiên tòa thì Hội đồng xét xử ra quyết định tạm ngừng phiên tòa.
Chương
IV
NGƯỜI THAM GIA TỐ TỤNG",694,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,55,Điều 55,Người tham gia tố tụng,"Điều 55. Người tham gia tố tụng
1. Người tố giác, báo tin về tội phạm, kiến nghị khởi tố.
2. Người bị tố giác, người bị kiến nghị khởi tố.
3. Người bị giữ trong trường hợp khẩn cấp.
4. Người bị bắt.
5. Người bị tạm giữ.
6. Bị can.
7. Bị cáo.
8. Bị hại.
9. Nguyên đơn dân sự.
10. Bị đơn dân sự.
11. Người có quyền lợi, nghĩa vụ liên quan đến vụ án.
12. Người làm chứng.
13. Người chứng kiến.
14. Người giám định.
15. Người định giá tài sản.
16. Người phiên dịch, người dịch thuật.
17. Người bào chữa.
18. Người bảo vệ quyền và lợi ích hợp pháp của bị hại, đương sự.
19. Người bảo vệ quyền và lợi ích hợp pháp của người bị tố giác, bị kiến nghị khởi tố.
20. Người đại diện theo pháp luật của pháp nhân phạm tội, người đại diện khác theo quy định của Bộ luật này.",769,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,56,Điều 56,"Người tố giác, báo tin về tội phạm, kiến nghị khởi tố","Điều 56. Người tố giác, báo tin về tội phạm, kiến nghị khởi tố
1. Cá nhân đã tố giác, báo tin về tội phạm; cơ quan, tổ chức đã báo tin về tội phạm, kiến nghị khởi tố có quyền:
a) Yêu cầu cơ quan có thẩm quyền giữ bí mật việc tố giác, báo tin về tội phạm, kiến nghị khởi tố, bảo vệ tính mạng, sức khoẻ, danh dự, nhân phẩm, uy tín, tài sản, các quyền và lợi ích hợp pháp khác của họ, người thân thích của họ khi bị đe dọa;
b) Được thông báo kết quả giải quyết tố giác, tin báo về tội phạm, kiến nghị khởi tố;
c) Khiếu nại quyết định, hành vi tố tụng của cơ quan, người có thẩm quyền tiến hành tố tụng trong việc tiếp nhận, giải quyết tố giác, tin báo về tội phạm, kiến nghị khởi tố.
2. Cá nhân, cơ quan, tổ chức quy định tại khoản 1 Điều này phải có mặt theo yêu cầu của cơ quan có thẩm quyền giải quyết nguồn tin về tội phạm, trình bày trung thực về những tình tiết mà mình biết về sự việc.",899,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,57,Điều 57,"Người bị tố giác, người bị kiến nghị khởi tố","Điều 57. Người bị tố giác, người bị kiến nghị khởi tố
1. Người bị tố giác, người bị kiến nghị khởi tố có quyền:
a) Được thông báo về hành vi bị tố giác, bị kiến nghị khởi tố;
b) Được thông báo, giải thích về quyền và nghĩa vụ quy định tại Điều này;
c) Trình bày lời khai, trình bày ý kiến;
d) Đưa ra chứng cứ, tài liệu, đồ vật, yêu cầu;
đ) Trình bày ý kiến về chứng cứ, tài liệu, đồ vật liên quan và yêu cầu người có thẩm quyền tiến hành tố tụng kiểm tra, đánh giá;
e) Tự bảo vệ hoặc nhờ người bảo vệ quyền và lợi ích hợp pháp cho mình;
g) Được thông báo kết quả giải quyết tố giác, kiến nghị khởi tố;
h) Khiếu nại quyết định, hành vi tố tụng của cơ quan, người có thẩm quyền tiến hành tố tụng.
2. Người bị tố giác, người bị kiến nghị khởi tố phải có mặt theo yêu cầu của cơ quan có thẩm quyền giải quyết tố giác, kiến nghị khởi tố.",837,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,58,Điều 58,"Người bị giữ trong trường hợp khẩn cấp, người bị bắt","Điều 58. Người bị giữ trong trường hợp khẩn cấp, người bị bắt
1. Người bị giữ trong trường hợp khẩn cấp, người bị bắt trong trường hợp phạm tội quả tang và người bị bắt theo quyết định truy nã có quyền:
a) Được nghe, nhận lệnh giữ người trong trường hợp khẩn cấp, lệnh bắt người bị giữ trong trường hợp khẩn cấp, quyết định phê chuẩn lệnh bắt người bị giữ trong trường hợp khẩn cấp, quyết định truy nã;
b) Được biết lý do mình bị giữ, bị bắt;
c) Được thông báo, giải thích về quyền và nghĩa vụ quy định tại Điều này;
d) Trình bày lời khai, trình bày ý kiến, không buộc phải đưa ra lời khai chống lại chính mình hoặc buộc phải nhận mình có tội;
đ) Đưa ra chứng cứ, tài liệu, đồ vật, yêu cầu;
e) Trình bày ý kiến về chứng cứ, tài liệu, đồ vật liên quan và yêu cầu người có thẩm quyền tố tụng kiểm tra, đánh giá;
g) Tự bào chữa, nhờ người bào chữa;
h) Khiếu nại quyết định, hành vi tố tụng của cơ quan, người có thẩm quyền tiến hành tố tụng trong việc giữ người, bắt người.
2. Người bị giữ trong trường hợp khẩn cấp, người bị bắt có nghĩa vụ chấp hành lệnh giữ người, lệnh bắt người và yêu cầu của cơ quan, người có thẩm quyền giữ người, bắt người theo quy định của Bộ luật này.",1189,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,59,Điều 59,Người bị tạm giữ,"Điều 59. Người bị tạm giữ
1. Người bị tạm giữ là người bị giữ trong trường hợp khẩn cấp, bị bắt trong trường hợp phạm tội quả tang, bị bắt theo quyết định truy nã hoặc người phạm tội tự thú, đầu thú và đối với họ đã có quyết định tạm giữ.
2. Người bị tạm giữ có quyền:
a) Được biết lý do mình bị tạm giữ; nhận quyết định tạm giữ, quyết định gia hạn tạm giữ, quyết định phê chuẩn quyết định gia hạn tạm giữ và các quyết định tố tụng khác theo quy định của Bộ luật này;
b) Được thông báo, giải thích về quyền và nghĩa vụ quy định tại Điều này;
c) Trình bày lời khai, trình bày ý kiến, không buộc phải đưa ra lời khai chống lại chính mình hoặc buộc phải nhận mình có tội;
d) Tự bào chữa, nhờ người bào chữa;
đ) Đưa ra chứng cứ, tài liệu, đồ vật, yêu cầu;
e) Trình bày ý kiến về chứng cứ, tài liệu, đồ vật liên quan và yêu cầu người có thẩm quyền tiến hành tố tụng kiểm tra, đánh giá;
g) Khiếu nại quyết định, hành vi tố tụng của cơ quan, người có thẩm quyền tiến hành tố tụng về việc tạm giữ.
3. Người bị tạm giữ có nghĩa vụ chấp hành các quy định của Bộ luật này và Luật thi hành tạm giữ, tạm giam.",1105,ok,chunk_by_article
101/2015/QH13,101/2015/QH13,Bộ luật Tố tụng hình sự,criminal_procedure,60,Điều 60,Bị can,"Điều 60. Bị can
1. Bị can là người hoặc pháp nhân bị khởi tố về hình sự. Quyền và nghĩa vụ của bị can là pháp nhân được thực hiện thông qua người đại diện theo pháp luật của pháp nhân theo quy định của Bộ luật này.
2. Bị can có quyền:
a) Được biết lý do mình bị khởi tố;
b) Được thông báo, giải thích về quyền và nghĩa vụ quy định tại Điều này;
c) Nhận quyết định khởi tố bị can; quyết định thay đổi, bổ sung quyết định khởi tố bị can, quyết định phê chuẩn quyết định khởi tố bị can, quyết định phê chuẩn quyết định thay đổi, bổ sung quyết định khởi tố bị can; quyết định áp dụng, thay đổi, hủy bỏ biện pháp ngăn chặn, biện pháp cưỡng chế; bản kết luận điều tra; quyết định đình chỉ, tạm đình chỉ điều tra; quyết định đình chỉ, tạm đình chỉ vụ án; bản cáo trạng, quyết định truy tố và các quyết định tố tụng khác theo quy định của Bộ luật này;
d) Trình bày lời khai, trình bày ý kiến, không buộc phải đưa ra lời khai chống lại chính mình hoặc buộc phải nhận mình có tội;
đ) Đưa ra chứng cứ, tài liệu, đồ vật, yêu cầu;
e) Trình bày ý kiến về chứng cứ, tài liệu, đồ vật liên quan và yêu cầu người có thẩm quyền tiến hành tố tụng kiểm tra, đánh giá;
g) Đề nghị giám định, định giá tài sản; đề nghị thay đổi người có thẩm quyền tiến hành tố tụng, người giám định, người định giá tài sản, người phiên dịch, người dịch thuật;
h) Tự bào chữa, nhờ người bào chữa;
i) Đọc, ghi chép bản sao tài liệu hoặc tài liệu được số hóa liên quan đến việc buộc tội, gỡ tội hoặc bản sao tài liệu khác liên quan đến việc bào chữa kể từ khi kết thúc điều tra khi có yêu cầu;
k) Khiếu nại quyết định, hành vi tố tụng của cơ quan, người có thẩm quyền tiến hành tố tụng.
3. Bị can có nghĩa vụ:
a) Có mặt theo giấy triệu tập của người có thẩm quyền tiến hành tố tụng. Trường hợp vắng mặt không vì lý do bất khả kháng hoặc không do trở ngại khách quan thì có thể bị áp giải, nếu bỏ trốn thì bị truy nã;
b) Chấp hành quyết định, yêu cầu của cơ quan, người có thẩm quyền tiến hành tố tụng.
4. Bộ trưởng Bộ Công an chủ trì, phối hợp với Viện trưởng Viện kiểm sát nhân dân tối cao, Chánh án Tòa án nhân dân tối cao và Bộ trưởng Bộ Quốc phòng quy định chi tiết trình tự, thủ tục, thời hạn, địa điểm bị can đọc, ghi chép bản sao tài liệu hoặc tài liệu được số hóa liên quan đến việc buộc tội, gỡ tội hoặc bản sao tài liệu khác liên quan đến việc bào chữa khi bị can có yêu cầu quy định tại điểm i khoản 2 Điều này.",2381,ok,chunk_by_article
